title,source,link asli,published,content,category,sentimen
"Keliru Gunakan UU, Menteri UMKM Khawatir Ekonomi Kerakyatan Bangkrut - beritajatim.com",beritajatim.com,https://beritajatim.com/keliru-gunakan-uu-menteri-umkm-khawatir-ekonomi-kerakyatan-bangkrut,2025-07-05 07:00:00,,Bisnis,Positif
UMKM kopi Bengkulu bangkit setelah nyaris bangkrut - ANTARA News,ANTARA News,https://www.antaranews.com/berita/3982530/umkm-kopi-bengkulu-bangkit-setelah-nyaris-bangkrut,2024-02-26 08:00:00,,Bisnis,Positif
"Cerita UMKM Denara Bali Nyaris Bangkrut, Hingga Berhasil Ekspor ke Kanada - Kompas.com",Kompas.com,https://money.kompas.com/read/2024/09/01/120000926/cerita-umkm-denara-bali-nyaris-bangkrut-hingga-berhasil-ekspor-ke-kanada?page=all,2024-09-01 07:00:00,,Isu,Negatif
Menolak Keras Kenaikan PPN UMKM Diambang Kebangkrutan - Link UMKM,Link UMKM,https://linkumkm.id/news/detail/15440/menolak-keras-kenaikan-ppn-umkm-diambang-kebangkrutan,2024-11-27 08:00:00,,Regulasi,Negatif
"30 Juta UMKM Bangkrut, Pemerintah Diminta Tak Hanya Beri Insentif - detikFinance",detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-5509424/30-juta-umkm-bangkrut-pemerintah-diminta-tak-hanya-beri-insentif,2021-03-26 07:00:00,,Isu,Negatif
Smesco: Produk Impor di Marketplace Bikin UMKM Bangkrut - republika.co.id,republika.co.id,https://ekonomi.republika.co.id/berita/ryeo8p457/smesco-produk-impor-di-marketplace-bikin-umkm-bangkrut,2023-07-26 07:00:00,,Isu,Negatif
47 Persen UMKM Bangkrut Akibat Pandemi Corona - Tempo.co,Tempo.co,https://www.tempo.co/ekonomi/47-persen-umkm-bangkrut-akibat-pandemi-corona-620237,2020-05-20 07:00:00,,Isu,Negatif
OJK Ungkap Alasan Bisnis Emak-emak Sering Bangkrut - kumparan.com - Kumparan.com,Kumparan.com,https://kumparan.com/kumparanbisnis/ojk-ungkap-alasan-bisnis-emak-emak-sering-bangkrut-22bUAmma8IX,2024-04-23 07:00:00,,Isu,Negatif
"30 Juta UMKM Bangkrut, 7 Juta Orang Kehilangan Kerja - CNN Indonesia",CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20210326124010-92-622407/30-juta-umkm-bangkrut-7-juta-orang-kehilangan-kerja,2021-03-26 07:00:00,,Isu,Negatif
"Kalau UMSK Jepara Tahun 2025 Dilaksanakan, Resikonya Investor Minggat, UMKM Bangkrut dan PHK Massal - SigapNews",SigapNews,https://jeparanews.sigapnews.co.id/jawa-tengah/sn-82506/kalau-umsk-jepara-tahun-2025-dilaksanakan-resikonya-investor-minggat-umkm-bangkrut-dan-phk-massal,2025-01-21 08:00:00,,Isu,Negatif
"Ketua Asosiasi UMKM: 2020, Pelaku UMKM Bangkrut Capai 30 Juta - investor.id",investor.id,https://investor.id/business/242481/ketua-asosiasi-umkm-2020-pelaku-umkm-bangkrut-capai-30-juta,2021-03-26 07:00:00,,Bisnis,Positif
"Nyaris Bangkrut, Pelaku UMKM Ini Bangkit Berkat Cross Border Commerce - Kompas.com",Kompas.com,https://umkm.kompas.com/read/2023/08/08/152304883/nyaris-bangkrut-pelaku-umkm-ini-bangkit-berkat-cross-border-commerce?page=all,2023-08-08 07:00:00,,Isu,Negatif
"Akibat Pandemi, Akumindo: 30 Jutaan UMKM Jatuh, Akhirnya Bangkrut - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/akibat-pandemi-akumindo-30-jutaan-umkm-jatuh-akhirnya-bangkrut--527664,2021-03-26 07:00:00,,Bisnis,Positif
Kisah UMKM di Bali Nyaris Bangkrut dan Bangkit Lagi - infodigital.co.id,infodigital.co.id,https://infodigital.co.id/kisah-umkm-di-bali-nyaris-bangkrut-dan-bangkit-lagi/,2024-09-04 07:00:00,,Strategi,Positif
"Sempat Hampir Bangkrut, Usaha Madu Hutan di Jambi Kini Moncer di Pasar Digital Melalui Marketplace PLN Mobile - PT PLN",PT PLN,https://web.pln.co.id/media/2022/10/sempat-hampir-bangkrut-usaha-madu-hutan-di-jambi-kini-moncer-di-pasar-digital-melalui-marketplace-pln-mobile,2022-10-21 07:00:00,,Regulasi,Negatif
Pelaku UMKM di Sidoarjo Minta PPKM Tidak Diperpanjang: Bisa Bikin Bangkrut - detikNews,detikNews,https://news.detik.com/berita-jawa-timur/d-5675960/pelaku-umkm-di-sidoarjo-minta-ppkm-tidak-diperpanjang-bisa-bikin-bangkrut,2021-08-09 07:00:00,,Bisnis,Positif
"Kisah Sukses UMKM Denara Bali, Sempat Bangkrut tapi Bangkit Lagi dengan Modal Rp3 Juta - economy.okezone.com",economy.okezone.com,https://economy.okezone.com/read/2024/08/29/455/3055834/kisah-sukses-umkm-denara-bali-sempat-bangkrut-tapi-bangkit-lagi-dengan-modal-rp3-juta,2024-08-29 07:00:00,,Isu,Negatif
Sedih Banget! 30 Juta UMKM Bangkrut - detikFinance,detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-5508872/sedih-banget-30-juta-umkm-bangkrut,2021-03-26 07:00:00,,Isu,Negatif
Bisnis Artis yang Bangkrut: Ketika Popularitas Tak Cukup Menyelamatkan Usaha - UKMINDONESIA.ID,UKMINDONESIA.ID,https://ukmindonesia.id/baca-deskripsi-posts/bisnis-artis-yang-bangkrut-ketika-popularitas-tak-cukup-menyelamatkan-usaha,2025-09-30 07:00:00,,Edukasi,Positif
7 Cara Menghindari Kebangkrutan Usaha Bagi Pelaku UMKM - Ajaib,Ajaib,https://ajaib.co.id/belajar/bisnis-kerja-sampingan/cara-menghindari-kebangkrutan-usaha,2022-09-13 07:00:00,,Isu,Negatif
"Pandemi Bikin Puluhan juta UMKM Bangkrut, Tiap Hari 2 Ritel Gulung Tikar - kumparan.com - Kumparan.com",Kumparan.com,https://kumparan.com/kumparanbisnis/pandemi-bikin-puluhan-juta-umkm-bangkrut-tiap-hari-2-ritel-gulung-tikar-1wBgK3DdTfN,2021-07-23 07:00:00,,Isu,Negatif
"8 Bisnis Artis yang Bangkrut, dari Mango Bomb Raffi Ahmad hingga Bandung Makuta Laudya Cynthia Bella - Inilah.com",Inilah.com,https://www.inilah.com/daftar-bisnis-artis-yang-bangkrut,2025-07-09 07:00:00,,Isu,Negatif
Usaha Keripik dan Emping di NTT Terancam Bangkrut - Kompas.id,Kompas.id,https://www.kompas.id/artikel/usaha-keripiki-dan-emping-di-ntt-terancam-bangkrut,2022-04-12 07:00:00,,Bisnis,Positif
"30 Juta UMKM Bangkrut, Sisanya Bertahan dengan Digitalisasi - republika.co.id",republika.co.id,https://ekonomi.republika.co.id/berita/qqkg48383/30-juta-umkm-bangkrut-sisanya-bertahan-dengan-digitalisasi,2021-03-26 07:00:00,,Isu,Negatif
"4 Bisnis Gibran Rakabuming, Dulu Berjaya Kini Bangkrut - Inilah.com",Inilah.com,https://www.inilah.com/bisnis-gibran-rakabuming-yang-bangkrut,2025-09-19 07:00:00,,Edukasi,Netral
Bangkrut? Ini Pinjaman Modal Usaha yang Bisa Dipilih - Ajaib,Ajaib,https://ajaib.co.id/belajar/banking/bangkrut-ini-pinjaman-modal-usaha-yang-bisa-dipilih,2021-03-30 07:00:00,,Strategi,Positif
"Go Digital, Cara UMKM Tak Bangkrut dan Gulung Tikar - IDN Times Sumsel",IDN Times Sumsel,https://sumsel.idntimes.com/news/sumatra-selatan/go-digital-cara-umkm-tak-bangkrut-dan-gulung-tikar-00-f7lwk-yc32ck,2021-05-24 07:00:00,,Bisnis,Positif
"Kisah Inspiratif Pelaku UMKM Bali, Nyaris Bangkrut Pantang Menyerah di Era Platform Digital - Indo Bali News - Indo Bali News",Indo Bali News,https://indobalinews.pikiran-rakyat.com/lifestyle/pr-888498681/kisah-inspiratif-pelaku-umkm-bali-nyaris-bangkrut-pantang-menyerah-di-era-platform-digital?page=all,2024-08-28 07:00:00,,Edukasi,Netral
"Cegah UMKM Bangkrut, Mahasiswa KKN Undip Beri Edukasi soal Manajemen Risiko pada Pelaku UMKM di Desa Jenar - Kompasiana.com - Kompasiana.com",Kompasiana.com,https://www.kompasiana.com/reyhananantama8716/63e79ff6c3967b4e4f502f32/cegah-kebangkrutan-pada-umkm-mahasiswa-kkn-undip-berikan-edukasi-mengenai-manajemen-resiko-pada-pelaku-umkm-di-desa-jenar,2023-02-11 08:00:00,,Isu,Negatif
Apindo: Jutaan UMKM Bangkrut Terdampak Pandemi Covid-19 - SINDOnews Ekbis,SINDOnews Ekbis,https://ekbis.sindonews.com/read/527446/34/apindo-jutaan-umkm-bangkrut-terdampak-pandemi-covid-19-1630397296,2021-08-31 07:00:00,,Isu,Negatif
UMKM di Makassar Terancam Bangkrut Gegara Telur dan Terigu Mahal - CNN Indonesia,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20220830141038-92-840878/umkm-di-makassar-terancam-bangkrut-gegara-telur-dan-terigu-mahal,2022-08-30 07:00:00,,Isu,Negatif
Smesco Sebut Banyak UMKM RI Gulung Tikar karena Kalah Saing Produk Impor China - kumparan.com - Kumparan.com,Kumparan.com,https://kumparan.com/kumparanbisnis/smesco-sebut-banyak-umkm-ri-gulung-tikar-karena-kalah-saing-produk-impor-china-20rsxZOjqZB,2023-07-26 07:00:00,,Isu,Negatif
"Jahatnya Corona, 15 Juta UMKM di Ambang Bangkrut! - detikFinance",detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-5765771/jahatnya-corona-15-juta-umkm-di-ambang-bangkrut,2021-10-13 07:00:00,,Isu,Negatif
"Terkini Bisnis: Kisah Bangkrut Investor Luna, Ancaman Konglomerasi E-commerce - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/terkini-bisnis-kisah-bangkrut-investor-luna-ancaman-konglomerasi-e-commerce-354953,2025-05-14 07:00:00,,Edukasi,Netral
Lakukan 4 Tips Ini Jika Tidak Ingin Usaha Kuliner Kamu Bangkrut - Link UMKM,Link UMKM,https://linkumkm.id/news/detail/13445/lakukan-4-tips-ini-jika-tidak-ingin-usaha-kuliner-kamu-bangkrut,2023-08-28 07:00:00,,Isu,Negatif
Dituding Jatuhkan UMKM. Tasyi Athasyia Laporkan Dua Akun TikTok - Cumicumi,Cumicumi,https://www.cumicumi.com/articles/hot-news/67d00942442851d6d0039972/dituding-jatuhkan-umkm-tasyi-athasyia-laporkan-dua-akun-tiktok,2025-03-11 11:45:33,,Bisnis,Positif
"20 Persen UMKM Bangkrut di 2021, Sebagian Mampu Bangkit - Liputan6.com",Liputan6.com,https://www.liputan6.com/bisnis/read/4895832/20-persen-umkm-bangkrut-di-2021-sebagian-mampu-bangkit,2022-02-24 08:00:00,,Isu,Negatif
Smesco Indonesia: Produk impor di lokapasar ancam kebangkrutan UMKM - ANTARA News,ANTARA News,https://www.antaranews.com/berita/3653517/smesco-indonesia-produk-impor-di-lokapasar-ancam-kebangkrutan-umkm,2023-07-26 07:00:00,,Isu,Negatif
Teten Masduki waspadai prediksi OECD terkait UMKM terancam bangkrut - ANTARA News,ANTARA News,https://www.antaranews.com/berita/1600498/TWITTER_ACOOUNT,2020-07-09 07:00:00,,Regulasi,Netral
"Jembrana Moratorium Toko Berjejaring, Warung Kecil Kelas UMKM Banyak Bangkrut - JPNN.com",JPNN.com,https://bali.jpnn.com/bali-terkini/35008/jembrana-moratorium-toko-berjejaring-warung-kecil-kelas-umkm-banyak-bangkrut,2025-06-01 07:00:00,,Isu,Negatif
Tidak semua UMKM di Bandung mampu Jualan Online - BandungBergerak.id,BandungBergerak.id,https://bandungbergerak.id/article/detail/1001/tidak-semua-umkm-di-bandung-mampu-jualan-online,2021-07-24 07:00:00,,Isu,Negatif
"Gara-gara Pandemi Covid-19, Diperkirakan 30 Juta UMKM Bangkrut - Media Indonesia",Media Indonesia,https://mediaindonesia.com/ekonomi/433606/gara-gara-pandemi-covid-19-diperkirakan-30-juta-umkm-bangkrut,2021-09-18 07:00:00,,Isu,Negatif
Duduk Perkara Tasyi Athasyia Polisikan Akun TikTok - detikNews,detikNews,https://news.detik.com/berita/d-7818904/duduk-perkara-tasyi-athasyia-polisikan-akun-tiktok,2025-03-12 07:00:00,,Isu,Positif
Kemenkop UKM Bantah Isu Berkurangnya 30 Juta UMKM Selama Pandemi - detikFinance,detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-5536159/kemenkop-ukm-bantah-isu-berkurangnya-30-juta-umkm-selama-pandemi,2021-04-17 07:00:00,,Isu,Negatif
"Duh, 15 Juta UMKM di Ambang Bangkrut Terpukul Pandemi Covid-19 - Espos.id",Espos.id,https://bisnis.espos.id/duh-15-juta-umkm-di-ambang-bangkrut-terpukul-pandemi-covid-19-1173303,2021-10-13 07:00:00,,Isu,Negatif
Cerita Pengusaha Konveksi Terdampak Serbuan Produk Impor hingga Bangkrut - Tempo.co,Tempo.co,https://www.tempo.co/ekonomi/cerita-pengusaha-konveksi-terdampak-serbuan-produk-impor-hingga-bangkrut-155846,2023-08-14 07:00:00,,Bisnis,Positif
"Sempat Bangkrut, UMKM Souvenir di Denpasar Kembali Bangkit - suara indonesia",suara indonesia,https://suaraindonesia.co.id/news/ekbis/64550dfc60a27/sempat-bangkrut-umkm-souvenir-di-denpasar-kembali-bangkit,2023-05-05 07:00:00,,Isu,Negatif
"30 Juta UMKM Bangkrut, Akumindo Beri Alarm ke Pemkot Tangsel - Kabar6.com",Kabar6.com,https://kabar6.com/30-juta-umkm-bangkrut-akumindo-beri-alarm-ke-pemkot-tangsel/,2021-04-20 07:00:00,,Edukasi,Positif
"Bangkit Lagi, Ini Tips untuk Bisnis yang Bangkrut! - Link UMKM",Link UMKM,https://linkumkm.id/video/detail/686/bangkit-lagi-ini-tips-untuk-bisnis-yang-bangkrut,2022-09-02 07:00:00,,Edukasi,Netral
"Modal Besar Saja Gak Cukup, Inilah Cara Agar Bisnis Tidak Bangkrut - UKMINDONESIA.ID",UKMINDONESIA.ID,https://ukmindonesia.id/baca-deskripsi-posts/modal-besar-saja-gak-cukup-inilah-cara-agar-bisnis-tidak-bangkrut,2025-05-31 07:00:00,,Isu,Negatif
89% Pelaku Usaha Mikro-Kecil di Jabar Belum Berbisnis secara Online - SINDOnews Daerah,SINDOnews Daerah,https://daerah.sindonews.com/read/125524/701/89-pelaku-usaha-mikro-kecil-di-jabar-belum-berbisnis-secara-online-1596737323,2020-08-07 07:00:00,,Regulasi,Positif
Teten Masduki: UMKM Tak Akan Bangkrut Cuma Karena TikTok Shop Ditutup - Liputan6.com,Liputan6.com,https://www.liputan6.com/bisnis/read/5415683/teten-masduki-umkm-tak-akan-bangkrut-cuma-karena-tiktok-shop-ditutup,2023-10-05 07:00:00,,Isu,Negatif
Lima Ribu UMKM di Aceh Utara Bangkrut - KBR.ID,KBR.ID,https://kbr.id/articles/indeks/lima_ribu_umkm_di_aceh_utara_bangkrut,2016-11-24 08:00:00,,Bisnis,Positif
"Kisah Sukses Sunardi Berbisnis Topeng sampai Ekspor, Sempat Bangkrut dan Jual Rumah - Kompas.com",Kompas.com,https://umkm.kompas.com/read/2023/10/20/155153883/kisah-sukses-sunardi-berbisnis-topeng-sampai-ekspor-sempat-bangkrut-dan-jual,2023-10-20 07:00:00,,Isu,Negatif
Banyak UMKM Indonesia akan Bangkrut di Desember 2020? - Liputan6.com,Liputan6.com,https://www.liputan6.com/bisnis/read/4277806/banyak-umkm-indonesia-akan-bangkrut-di-desember-2020,2020-06-12 07:00:00,,Bisnis,Negatif
"Bangkrutnya 5 Ojek Online, Pelajaran Penting Bagi UMKM - UKMINDONESIA.ID",UKMINDONESIA.ID,https://ukmindonesia.id/baca-deskripsi-posts/bangkrutnya-5-ojek-online-pelajaran-penting-bagi-umkm,2023-09-30 07:00:00,,Isu,Negatif
Kronologi Warung Steak Kaki Lima Ini Jadi Sepi Usai Review Codeblu - detikcom,detikcom,https://www.detik.com/jabar/berita/d-7304919/kronologi-warung-steak-kaki-lima-ini-jadi-sepi-usai-review-codeblu,2024-04-23 07:00:00,,Isu,Negatif
"Imbas Corona, Ratusan UMKM Kota Tangerang Terancam Bangkrut - beritatangerang.id",beritatangerang.id,https://beritatangerang.id/imbas-corona-ratusan-umkm-kota-tangerang-terancam-bangkrut/,2020-04-10 07:00:00,,Isu,Negatif
"Hati-hati Harga Paket Internet Bakal Naik, Pedagang UKM Pulsa Terancam Bangkrut, Ini Masalahnya - DNABerita",DNABerita,https://dnaberita.com/hati-hati-harga-paket-internet-bakal-naik-pedagang-ukm-pulsa-terancam-bangkrut-ini-masalahnya/,2025-03-15 07:00:00,,Isu,Negatif
Natalius Pigai Terawang Indonesia Sedang Dilanda Tsunami Pengangguran - Rmol.id,Rmol.id,https://rmol.id/politik/read/2021/03/27/480689/natalius-pigai-terawang-indonesia-sedang-dilanda-tsunami-pengangguran,2021-03-27 07:00:00,,Bisnis,Netral
Kantor Kementerian UKM Menempati Gedung Smesco yang Nyaris Bangkrut 2018-2022 - Inilah.com,Inilah.com,https://www.inilah.com/kantor-kementerian-ukm-menempati-gedung-smesco-yang-nyaris-bangkrut-2018-2022,2024-10-19 07:00:00,,Bisnis,Positif
"Bangkit dari Bangkrut, Ini Kisah Sukses UMKM Warung Setelah Gabung Platform Digital - Koran Jakarta ®",Koran Jakarta ®,https://koran-jakarta.com/2021-10-17/bangkit-dari-bangkrut-ini-kisah-sukses-umkm-warung-setelah-gabung-platform-digital,2021-10-17 07:00:00,,Isu,Negatif
"Omzet UMKM di Jakarta Anjlok 30 Persen selama Lebaran 2025, Ini Penjelasan Pemprov DKI - Tribunjakarta.com",Tribunjakarta.com,https://jakarta.tribunnews.com/2025/04/06/omzet-umkm-di-jakarta-anjlok-30-persen-selama-lebaran-2025-ini-penjelasan-pemprov-dki,2025-04-06 07:00:00,,Isu,Negatif
Tolong! Pandemi Bikin Batik Indonesia Terancam Punah - detikFinance,detikFinance,https://finance.detik.com/industri/d-5525502/tolong-pandemi-bikin-batik-indonesia-terancam-punah,2021-04-08 07:00:00,,Isu,Negatif
Review Jujur Codeblue Bikin Warung Steak Ini Hampir Bangkrut - detikcom,detikcom,https://www.detik.com/bali/kuliner/d-7303195/review-jujur-codeblue-bikin-warung-steak-ini-hampir-bangkrut,2024-04-21 07:00:00,,Strategi,Positif
"Sempat Bangkrut, Bali Tedung Nusa Island Bangkit lewat Kredit BRI - BALIPOST.com",BALIPOST.com,"https://www.balipost.com/news/2024/03/26/393425/Sempat-Bangkrut,Bali-Tedung-Nusa...html",2024-03-26 07:00:00,,Isu,Netral
"Diserang Farida Nurhan, Codeblu Tak Merasa Punya Power untuk Bikin UMKM Bangkrut - Suara.com",Suara.com,https://www.suara.com/entertainment/2023/09/26/200000/diserang-farida-nurhan-codeblu-tak-merasa-punya-power-untuk-bikin-umkm-bangkrut,2023-09-26 07:00:00,,Isu,Negatif
"Lebih Parah dari Krismon 1998, Pandemi Covid Bikin 11 Juta UMKM Gulung Tikar - SINDOnews Ekbis",SINDOnews Ekbis,https://ekbis.sindonews.com/read/547938/34/lebih-parah-dari-krismon-1998-pandemi-covid-bikin-11-juta-umkm-gulung-tikar-1632301763,2021-09-22 07:00:00,,Edukasi,Netral
"Depan Pelaku UMKM, Jokowi Curhat Kisah Temannya yang Bangkrut: Beli Mobil Senangnya Cuma 6 Bulan - Suara.com",Suara.com,https://www.suara.com/news/2022/08/31/111446/depan-pelaku-umkm-jokowi-curhat-kisah-temannya-yang-bangkrut-beli-mobil-senangnya-cuma-6-bulan,2022-08-31 07:00:00,,Isu,Negatif
"Kerap Jadi Korban Razia, Produsen Knalpot Racing Terancam Bangkrut - SINDOnews Ekbis",SINDOnews Ekbis,https://ekbis.sindonews.com/read/1327755/34/kerap-jadi-korban-razia-produsen-knalpot-racing-terancam-bangkrut-1708747370,2024-02-24 08:00:00,,Bisnis,Positif
"Nyaris Bangkrut, UMKM Denara Bali Meroket Kembali dengan Memanfaatkan Tokopedia - Koranjuri.com",Koranjuri.com,https://koranjuri.com/nyaris-bangkrut-umkm-denara-bali-meroket-kembali-dengan-memanfaatkan-tokopedia/,2024-08-29 07:00:00,,Bisnis,Positif
"Sempat Nyaris Bangkrut, Lulusan SMA Sukses Berbisnis Berkat Alfamart - CNN Indonesia",CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20220621184719-97-811814/sempat-nyaris-bangkrut-lulusan-sma-sukses-berbisnis-berkat-alfamart,2022-06-21 07:00:00,,Isu,Negatif
"Nyanyian Luhut, dari Demo Jadi Cluster Baru Corona sampai UMKM Susah Bangkrut - SINDOnews Ekbis",SINDOnews Ekbis,https://ekbis.sindonews.com/read/117802/34/nyanyian-luhut-dari-demo-jadi-cluster-baru-corona-sampai-umkm-susah-bangkrut-1596071266,2020-07-30 07:00:00,,Isu,Negatif
"Dampak Covid, 60 Persen UMKM di Mal Pamulang Rentan Bangkrut - republika.co.id",republika.co.id,https://news.republika.co.id/berita/qd75e1457/dampak-covid-60-persen-umkm-di-mal-pamulang-rentan-bangkrut,2020-07-09 07:00:00,,Isu,Negatif
"TikTok Gerus Penjualan di Tanah Abang, Industri Tekstil Terancam Bangkrut - Bisnis.com",Bisnis.com,https://ekonomi.bisnis.com/read/20230925/12/1698121/tiktok-gerus-penjualan-di-tanah-abang-industri-tekstil-terancam-bangkrut,2023-09-25 07:00:00,,Bisnis,Positif
"Sempat Bangkrut, Inovasi Momo Bikin Bagelen Beredar Sampai Papua - IDN Times Sumut",IDN Times Sumut,https://sumut.idntimes.com/news/sumatra-utara/sempat-bangkrut-inovasi-momo-bikin-bagelen-beredar-sampai-papua-00-jb8x5-q7myxs,2024-07-13 07:00:00,,Regulasi,Negatif
"Kebijakan Pungutan PT TNG, Ratusan UMKM Pasar Lama Terancam Bangkrut - Suara Investor",Suara Investor,https://www.suarainvestor.com/kebijakan-pungutan-pt-tng-ratusan-umkm-pasar-lama-terancam-bangkrut/,2022-02-11 08:00:00,,Regulasi,Negatif
"Dari Bangkrut Menuju Sukses, Kisah Pasangan Suami Istri yang Berhasil Dirikan Bisnis Lapis Bogor Sangkuriang - UKMINDONESIA.ID",UKMINDONESIA.ID,https://ukmindonesia.id/baca-deskripsi-posts/dari-bangkrut-menuju-sukses-kisah-pasangan-suami-istri-yang-berhasil-dirikan-bisnis-lapis-bogor-sangkuriang,2024-08-02 07:00:00,,Strategi,Positif
Pelaku Usaha Mikro Paling Rawan Bangkrut Saat Krisis Datang - SINDOnews Ekbis,SINDOnews Ekbis,https://ekbis.sindonews.com/read/167970/34/pelaku-usaha-mikro-paling-rawan-bangkrut-saat-krisis-datang-1600340965,2020-09-17 07:00:00,,Isu,Negatif
"Sempat Bangkrut, Kini Ari Abdul Muksit Sukses Usaha Seblak Sampai Buka 7 Cabang - economy.okezone.com",economy.okezone.com,https://economy.okezone.com/read/2023/06/27/455/2837932/sempat-bangkrut-kini-ari-abdul-muksit-sukses-usaha-seblak-sampai-buka-7-cabang,2023-06-27 07:00:00,,Bisnis,Positif
Berjaya Setelah 10 Kali Bangkrut - berempat.com,berempat.com,https://berempat.com/bisnis/umkm/7755/berjaya-setelah-10-kali-bangkrut/,2019-07-07 07:00:00,,Strategi,Positif
"PKKM Berlaku Di Tangsel, Pengusaha Kuliner Terapkan Daring Agar Tak Bangkrut - TangerangNews.com",TangerangNews.com,https://www.tangerangnews.com/bisnis/read/33921/PKKM-Berlaku-Di-Tangsel-Pengusaha-Kuliner-Terapkan-Daring-Agar-Tak-Bangkrut,2021-01-09 08:00:00,,Strategi,Positif
"Cerita Pengusaha Anyaman Misriwati, Nyaris Bangkrut dan Bangkit Ditolong BRI - Liputan6.com",Liputan6.com,https://www.liputan6.com/bisnis/read/5026511/cerita-pengusaha-anyaman-misriwati-nyaris-bangkrut-dan-bangkit-ditolong-bri,2022-07-28 07:00:00,,Bisnis,Positif
"Ulayya: Hampir Bangkrut Saat Pandemi, Kini Bangkit dengan Kreativitas dan Lebih Go Green - UKMINDONESIA.ID",UKMINDONESIA.ID,https://ukmindonesia.id/baca-deskripsi-posts/ulayya-hampir-bangkrut-saat-pandemi-kini-bangkit-dengan-kreativitas-dan-lebih-go-green,2024-02-28 08:00:00,,Strategi,Positif
52% Perusahaan Besar Bangkrut Akibat Digitalisasi - economy.okezone.com,economy.okezone.com,https://economy.okezone.com/read/2022/07/09/455/2626578/52-perusahaan-besar-bangkrut-akibat-digitalisasi,2022-07-09 07:00:00,,Isu,Negatif
19 LPD di Karangasem Bangkrut - NUSABALI.com,NUSABALI.com,https://www.nusabali.com/berita/101011/19-lpd-di-karangasem-bangkrut,2021-08-25 07:00:00,,Isu,Negatif
"2023, Banyak Pengusaha Pariwisata dan Pelaku UMKM akan Bangkrut | - balisharing.com",balisharing.com,https://www.balisharing.com/2022/04/22/2023-banyak-pengusaha-pariwisata-dan-pelaku-umkm-akan-bangkrut/,2022-04-22 07:00:00,,Edukasi,Positif
"Sederet Fakta BPR Indotama UKM Sulawesi yang Bangkrut, Simpanan Nasabah Terakhir Rp1,55 Juta - Bisnis.com",Bisnis.com,https://finansial.bisnis.com/read/20231121/90/1716492/sederet-fakta-bpr-indotama-ukm-sulawesi-yang-bangkrut-simpanan-nasabah-terakhir-rp155-juta,2023-11-21 08:00:00,,Isu,Negatif
Tips Selamatkan Usaha Bakal Bangkrut Gara-Gara Covid-19 - Liputan6.com,Liputan6.com,https://www.liputan6.com/bisnis/read/4274183/tips-selamatkan-usaha-bakal-bangkrut-gara-gara-covid-19,2020-06-09 07:00:00,,Isu,Negatif
"Daftar 3 Brand Kecantikan Lokal yang Bangkrut, Ini Penyebabnya - CNBC Indonesia",CNBC Indonesia,https://www.cnbcindonesia.com/lifestyle/20241004153601-33-577062/daftar-3-brand-kecantikan-lokal-yang-bangkrut-ini-penyebabnya,2024-10-05 07:00:00,,Strategi,Positif
Di Balik Kebangkrutan Pabrik Tekstil: Penyebab dan Harapan untuk Bangkit - KBA News,KBA News,https://kbanews.com/resonansi/di-balik-kebangkrutan-pabrik-tekstil-penyebab-dan-harapan-untuk-bangkit/,2025-04-23 07:00:00,,Isu,Negatif
"Dulu Bangkrut dan Terlilit Hutang, Kini 2 UMK Ini Beromzet Ratusan Juta - JNEWS Online",JNEWS Online,https://jnewsonline.com/dulu-bangkrut-dan-terlilit-hutang-kini-2-umk-ini-beromzet-ratusan-juta/,2021-09-29 07:00:00,,Isu,Negatif
Imbas Kebangkrutan Sritex Bagi Karyawan dan Dampaknya pada UMKM Lokal - Kompasiana.com - Kompasiana.com,Kompasiana.com,https://www.kompasiana.com/alfredbenediktusjogoena3063/672b685a34777c7e51709b42/imbas-kebangkrutan-sritex-bagi-karyawan-dan-dampaknya-pada-umkm-lokal,2024-11-06 08:00:00,,Isu,Negatif
"Banyak Produk Impor di TikTok Shop, Bikin UMKM Gulung Tikar - detikFinance",detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-6842598/banyak-produk-impor-di-tiktok-shop-bikin-umkm-gulung-tikar,2023-07-26 07:00:00,,Isu,Negatif
"Kalah Saing Online Shop, UMKM Gulung Tikar - Kompasiana.com - Kompasiana.com",Kompasiana.com,https://www.kompasiana.com/rusna88072/650780ec4addee4ea14f7e22/kalah-saing-online-shop-umkm-gulung-tikar,2023-09-18 07:00:00,,Isu,Negatif
"Sejumlah UMKM Gulung Tikar karena Persaingan Harga di TikTok Shop, Terbanyak di Sektor Konveksi - Kompas.com",Kompas.com,https://money.kompas.com/read/2023/07/27/091000726/sejumlah-umkm-gulung-tikar-karena-persaingan-harga-di-tiktok-shop-terbanyak-di,2023-07-27 07:00:00,,Bisnis,Netral
